Unnamed: 0,input_rate,output_rate,latency,bridge-pcm_System-Date,bridge-pcm_System-Time,bridge-pcm_Socket 0-EXEC,bridge-pcm_Socket 0-IPC,bridge-pcm_Socket 0-FREQ,bridge-pcm_Socket 0-AFREQ,bridge-pcm_Socket 0-L3MISS,bridge-pcm_Socket 0-L2MISS,bridge-pcm_Socket 0-L3HIT,bridge-pcm_Socket 0-L2HIT,bridge-pcm_Socket 0-L3MPI,bridge-pcm_Socket 0-L2MPI,bridge-pcm_Socket 0-L3OCC,bridge-pcm_Socket 0-READ,bridge-pcm_Socket 0-WRITE,bridge-pcm_Socket 0-LOCAL,bridge-pcm_Socket 0-TEMP,bridge-pcm_Socket 0-INST,bridge-pcm_Socket 0-ACYC,bridge-pcm_Socket 0-TIME(ticks),bridge-pcm_Socket 0-PhysIPC,bridge-pcm_Socket 0-PhysIPC%,bridge-pcm_Socket 0-INSTnom,bridge-pcm_Socket 0-INSTnom%,bridge-pcm_Socket 1-EXEC,bridge-pcm_Socket 1-IPC,bridge-pcm_Socket 1-FREQ,bridge-pcm_Socket 1-AFREQ,bridge-pcm_Socket 1-L3MISS,bridge-pcm_Socket 1-L2MISS,bridge-pcm_Socket 1-L3HIT,bridge-pcm_Socket 1-L2HIT,bridge-pcm_Socket 1-L3MPI,bridge-pcm_Socket 1-L2MPI,bridge-pcm_Socket 1-L3OCC,bridge-pcm_Socket 1-READ,bridge-pcm_Socket 1-WRITE,bridge-pcm_Socket 1-LOCAL,bridge-pcm_Socket 1-TEMP,bridge-pcm_Socket 1-INST,bridge-pcm_Socket 1-ACYC,bridge-pcm_Socket 1-TIME(ticks),bridge-pcm_Socket 1-PhysIPC,bridge-pcm_Socket 1-PhysIPC%,bridge-pcm_Socket 1-INSTnom,bridge-pcm_Socket 1-INSTnom%,bridge-pcm_SKT0 Core C-State-C0res%,bridge-pcm_SKT0 Core C-State-C1res%,bridge-pcm_SKT0 Core C-State-C3res%,bridge-pcm_SKT0 Core C-State-C6res%,bridge-pcm_SKT0 Core C-State-C7res%,bridge-pcm_SKT0 Package C-State-C0res%,bridge-pcm_SKT0 Package C-State-C2res%,bridge-pcm_SKT0 Package C-State-C3res%,bridge-pcm_SKT0 Package C-State-C6res%,bridge-pcm_SKT0 Package C-State-C7res%,bridge-pcm_SKT1 Core C-State-C0res%,bridge-pcm_SKT1 Core C-State-C1res%,bridge-pcm_SKT1 Core C-State-C3res%,bridge-pcm_SKT1 Core C-State-C6res%,bridge-pcm_SKT1 Core C-State-C7res%,bridge-pcm_SKT1 Package C-State-C0res%,bridge-pcm_SKT1 Package C-State-C2res%,bridge-pcm_SKT1 Package C-State-C3res%,bridge-pcm_SKT1 Package C-State-C6res%,bridge-pcm_SKT1 Package C-State-C7res%,bridge-pcm_Proc Energy (Joules)-SKT0,bridge-pcm_Proc Energy (Joules)-SKT1,bridge-pcm_DRAM Energy (Joules)-SKT0,bridge-pcm_DRAM Energy (Joules)-SKT1,bridge-pcm_LLCRDMISSLAT (ns)-SKT0,bridge-pcm_LLCRDMISSLAT (ns)-SKT1,bridge-pcm_UncFREQ (Ghz)-SKT0,bridge-pcm_UncFREQ (Ghz)-SKT1,bridge-pcm_Core3 (Socket 0)-EXEC,bridge-pcm_Core3 (Socket 0)-IPC,bridge-pcm_Core3 (Socket 0)-FREQ,bridge-pcm_Core3 (Socket 0)-AFREQ,bridge-pcm_Core3 (Socket 0)-L3MISS,bridge-pcm_Core3 (Socket 0)-L2MISS,bridge-pcm_Core3 (Socket 0)-L3HIT,bridge-pcm_Core3 (Socket 0)-L2HIT,bridge-pcm_Core3 (Socket 0)-L3MPI,bridge-pcm_Core3 (Socket 0)-L2MPI,bridge-pcm_Core3 (Socket 0)-L3OCC,bridge-pcm_Core3 (Socket 0)-C0res%,bridge-pcm_Core3 (Socket 0)-C1res%,bridge-pcm_Core3 (Socket 0)-C3res%,bridge-pcm_Core3 (Socket 0)-C6res%,bridge-pcm_Core3 (Socket 0)-C7res%,bridge-pcm_Core3 (Socket 0)-TEMP,bridge-pcm_Core3 (Socket 0)-INST,bridge-pcm_Core3 (Socket 0)-ACYC,bridge-pcm_Core3 (Socket 0)-TIME(ticks),bridge-pcm_Core3 (Socket 0)-PhysIPC,bridge-pcm_Core3 (Socket 0)-PhysIPC%,bridge-pcm_Core3 (Socket 0)-INSTnom,bridge-pcm_Core3 (Socket 0)-INSTnom%,bridge-pcm_-,nf_out_nfs[i].tag,nf_out_nfs[i].instance_id,nf_out_nfs[i].service_id,nf_out_nfs[i].thread_info.core,nf_out_rx_pps,nf_out_tx_pps,nf_out_rx,nf_out_tx,nf_out_act_out,nf_out_act_tonf,nf_out_act_drop,nf_out_nfs[i].thread_info.parent,nf_out_state,nf_out_rte_atomic16_read(&nfs[i].thread_info.children_cnt),nf_out_rx_drop_rate,nf_out_tx_drop_rate,nf_out_rx_drop,nf_out_tx_drop,nf_out_act_next,nf_out_act_buffer,nf_out_act_returned,pcm-pcie_new_skt-0_PCIRdCur,pcm-pcie_new_skt-0_RFO,pcm-pcie_new_skt-0_CRd,pcm-pcie_new_skt-0_DRd,pcm-pcie_new_skt-0_ItoM,pcm-pcie_new_skt-0_PRd,pcm-pcie_new_skt-0_WiL,pcm-pcie_new_skt-1_PCIRdCur,pcm-pcie_new_skt-1_RFO,pcm-pcie_new_skt-1_CRd,pcm-pcie_new_skt-1_DRd,pcm-pcie_new_skt-1_ItoM,pcm-pcie_new_skt-1_PRd,pcm-pcie_new_skt-1_WiL,pcm-memory_new_SKT0-Ch0Read,pcm-memory_new_SKT0-Ch0Write,pcm-memory_new_SKT0-Ch1Read,pcm-memory_new_SKT0-Ch1Write,pcm-memory_new_SKT0-Mem Read (MB/s),pcm-memory_new_SKT0-Mem Write (MB/s),pcm-memory_new_SKT0-P. Write (T/s),pcm-memory_new_SKT0-Memory (MB/s),pcm-memory_new_SKT1-Ch0Read,pcm-memory_new_SKT1-Ch0Write,pcm-memory_new_SKT1-Ch1Read,pcm-memory_new_SKT1-Ch1Write,pcm-memory_new_SKT1-Mem Read (MB/s),pcm-memory_new_SKT1-Mem Write (MB/s),pcm-memory_new_SKT1-P. Write (T/s),pcm-memory_new_SKT1-Memory (MB/s),pcm-memory_new_System-Read,pcm-memory_new_System-Write,pcm-memory_new_System-Memory
570,9999.6455315891,4315.1724730625,3408.445,2023-10-29,19:02:51.238,0.54,2.49,0.22,1.17,0.47,16.71,0.97,0.74,0.0,0.0006,21280.0,0.72,0.95,98.0,41.0,27950.5,11230.86,2599.85,4.98,124.44,1.07,26.87,0.23,1.43,0.16,1.2,0.62,13.33,0.95,0.44,0.0001,0.0011,24840.0,1.07,0.04,98.0,28.0,11843.66,8288.47,2599.85,2.86,71.45,0.46,11.38,18.52,18.62,0.01,62.85,0.0,100.0,0.0,0.0,0.0,0.0,13.33,17.31,0.05,69.32,0.0,100.0,0.0,0.0,0.0,0.0,59.16,54.93,4.57,4.57,0.33,0.33,3.0,3.0,4.21,3.6,1.17,1.18,0.0,4.1,1.0,0.15,0.0,0.0004,440.0,99.4,0.6,0.0,0.0,0.0,42.0,10946.58,3040.09,2599.85,7.2,180.04,8.42,210.52,,bridge,1.0,1.0,3.0,582653.0,582656.0,312481987.0,312481987.0,312481987.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8711850.0,1163904.0,880740.0,11187456.0,12901854.0,140.0,163674.0,20311564.0,62762.0,3644816.0,5763660.0,0.0,13370.0,76146.0,148.52,368.44,576.34,575.56,724.86,944.0,106355.0,1668.86,543.47,19.27,546.59,22.84,1090.07,42.11,54923.0,1132.18,1814.93,986.12,2801.04
571,9999.6376339954,4336.6723217469,15000.0,2023-10-29,19:02:52.236,0.56,2.96,0.19,1.18,0.07,14.83,1.0,0.76,0.0,0.0005,21520.0,0.71,0.98,99.0,41.0,29166.45,9860.71,2595.0,5.92,147.89,1.12,28.1,0.23,1.67,0.14,1.23,0.1,9.66,0.99,0.4,0.0,0.0008,24000.0,1.08,0.01,99.0,27.0,11842.52,7097.35,2595.0,3.34,83.43,0.46,11.41,16.05,15.66,0.0,68.29,0.0,100.0,0.0,0.0,0.0,0.0,11.13,13.41,0.01,75.46,0.0,100.0,0.0,0.0,0.0,0.0,58.26,53.53,4.57,4.53,0.33,0.33,3.0,3.0,4.37,3.68,1.19,1.19,0.0,4.28,1.0,0.15,0.0,0.0004,520.0,99.79,0.21,0.0,0.0,0.0,43.0,11331.38,3077.79,2595.0,7.36,184.08,8.73,218.33,,bridge,1.0,1.0,3.0,582743.0,582743.0,313064746.0,313064746.0,313064746.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8649564.0,1169252.0,823928.0,11316746.0,13050842.0,392.0,165718.0,20307392.0,62762.0,3620498.0,7042462.0,0.0,13370.0,76076.0,141.27,389.42,566.82,593.87,708.09,983.29,106573.0,1691.38,534.05,1.29,535.27,4.63,1069.32,5.92,54777.0,1075.24,1777.4,989.21,2766.62
572,9999.6415455737,4326.1189982494,15000.0,2023-10-29,19:02:53.237,0.56,2.96,0.19,1.18,0.07,15.01,1.0,0.77,0.0,0.0005,21920.0,0.71,0.98,99.0,41.0,29187.7,9861.7,2599.1,5.92,147.99,1.12,28.08,0.23,1.69,0.14,1.23,0.06,9.64,0.99,0.4,0.0,0.0008,23560.0,1.03,0.01,99.0,28.0,11854.09,7030.99,2599.1,3.37,84.3,0.46,11.4,16.03,15.76,0.58,67.63,0.0,100.0,0.0,0.0,0.0,0.0,11.02,13.95,0.0,75.03,0.0,100.0,0.0,0.0,0.0,0.0,58.47,53.7,4.57,4.54,0.33,0.33,3.0,3.0,4.35,3.67,1.18,1.19,0.0,4.31,1.0,0.15,0.0,0.0004,760.0,99.72,0.28,0.0,0.0,0.0,42.0,11315.05,3078.98,2599.1,7.35,183.75,8.71,217.68,,bridge,1.0,1.0,3.0,584632.0,584631.0,313649387.0,313649386.0,313649386.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8700342.0,1182888.0,235144.0,11631998.0,12806626.0,196.0,165550.0,20307616.0,62804.0,2881900.0,5618970.0,0.0,13384.0,76132.0,141.19,388.69,566.55,593.08,707.74,981.77,106510.0,1689.51,513.8,1.03,515.08,4.39,1028.88,5.43,54865.0,1034.31,1736.62,987.19,2723.81
573,9975.3173393868,3665.4083774088,15000.0,2023-10-29,19:02:54.237,0.56,2.99,0.19,1.19,0.04,15.01,1.0,0.76,0.0,0.0005,21560.0,0.7,0.98,99.0,41.0,29236.7,9794.32,2595.87,5.97,149.25,1.13,28.16,0.23,1.69,0.14,1.23,0.03,9.72,1.0,0.4,0.0,0.0008,23240.0,1.0,0.0,99.0,28.0,11915.36,7042.12,2595.87,3.38,84.6,0.46,11.48,15.92,15.53,0.0,68.56,0.0,100.0,0.0,0.0,0.0,0.0,11.01,13.27,0.0,75.72,0.0,100.0,0.0,0.0,0.0,0.0,58.31,53.58,4.57,4.52,0.0,0.33,3.0,3.0,4.37,3.68,1.19,1.19,0.0,4.34,1.0,0.15,0.0,0.0004,880.0,99.81,0.19,0.0,0.0,0.0,42.0,11347.56,3081.83,2595.87,7.36,184.1,8.74,218.57,,bridge,1.0,1.0,3.0,520788.0,520786.0,314170189.0,314170187.0,314170187.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8735958.0,1191330.0,205184.0,11462290.0,13035260.0,140.0,166152.0,20308610.0,62762.0,3172764.0,5109412.0,0.0,13370.0,76160.0,140.41,390.66,564.75,594.53,705.16,985.19,106486.0,1690.35,499.01,0.49,500.05,3.84,999.07,4.33,54694.0,1003.4,1704.23,989.52,2693.75
574,9999.32552281,4034.7869554629,3543.583,2023-10-29,19:02:55.237,0.56,2.96,0.19,1.18,0.05,15.24,1.0,0.76,0.0,0.0005,21200.0,0.7,0.99,99.0,42.0,29208.5,9852.55,2598.5,5.93,148.23,1.12,28.1,0.23,1.68,0.14,1.23,0.04,9.7,1.0,0.4,0.0,0.0008,23400.0,0.98,0.0,99.0,27.0,11901.54,7068.89,2598.5,3.37,84.18,0.46,11.45,16.01,15.82,0.01,68.16,0.0,100.0,0.0,0.0,0.0,0.0,11.04,13.25,0.0,75.71,0.0,100.0,0.0,0.0,0.0,0.0,58.43,53.7,4.58,4.52,0.33,0.33,3.0,3.0,4.36,3.68,1.19,1.19,0.0,4.36,1.0,0.15,0.0,0.0004,920.0,99.73,0.27,0.0,0.0,0.0,42.0,11327.83,3079.79,2598.5,7.36,183.91,8.72,217.97,,bridge,1.0,1.0,3.0,554351.0,554351.0,314724554.0,314724554.0,314724554.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8794576.0,1196356.0,181146.0,11725910.0,12864432.0,700.0,165494.0,20296038.0,62818.0,2832676.0,7713440.0,0.0,12936.0,76090.0,140.78,391.4,564.57,595.35,705.35,986.75,106476.0,1692.1,487.5,0.7,489.72,4.02,977.22,4.72,54731.0,981.94,1682.57,991.48,2674.04
575,9999.6418249552,4071.0846672454,15000.0,2023-10-29,19:02:56.237,0.56,2.98,0.19,1.19,0.04,15.09,1.0,0.76,0.0,0.0005,21160.0,0.7,0.99,99.0,41.0,29198.66,9789.62,2596.08,5.97,149.13,1.12,28.12,0.23,1.69,0.14,1.23,0.04,9.64,1.0,0.4,0.0,0.0008,24040.0,0.97,0.0,99.0,27.0,11899.25,7059.62,2596.08,3.37,84.28,0.46,11.46,15.9,15.41,0.0,68.68,0.0,100.0,0.0,0.0,0.0,0.0,11.04,13.19,0.0,75.77,0.0,100.0,0.0,0.0,0.0,0.0,58.31,53.56,4.56,4.51,482637.69,482181.62,3.0,3.0,4.37,3.68,1.19,1.19,0.0,4.38,1.0,0.15,0.0,0.0004,1000.0,99.78,0.22,0.0,0.0,0.0,42.0,11336.86,3081.84,2596.08,7.36,183.93,8.73,218.35,,bridge,1.0,1.0,3.0,555160.0,555160.0,315279735.0,315279735.0,315279735.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8817410.0,1193640.0,210924.0,11613532.0,13092730.0,168.0,167356.0,20307322.0,62762.0,2868922.0,7663712.0,0.0,12922.0,78764.0,140.2,392.1,563.06,595.52,703.26,987.62,106335.0,1690.88,481.72,0.49,484.27,3.83,965.99,4.32,54567.0,970.31,1669.26,991.93,2661.19
576,9999.6410333741,4106.5028245306,3565.879,2023-10-29,19:02:57.238,0.56,2.94,0.19,1.18,0.05,15.87,1.0,0.75,0.0,0.0005,21560.0,0.68,0.99,99.0,41.0,29009.41,9867.09,2598.66,5.88,147.0,1.12,27.91,0.23,1.67,0.14,1.23,0.06,9.73,0.99,0.4,0.0,0.0008,23360.0,0.95,0.01,99.0,28.0,11856.73,7099.65,2598.66,3.34,83.5,0.46,11.41,16.04,15.85,0.0,68.11,0.0,100.0,0.0,0.0,0.0,0.0,11.09,13.19,0.0,75.72,0.0,100.0,0.0,0.0,0.0,0.0,58.4,53.68,4.57,4.52,0.0,0.17,3.0,3.0,4.34,3.66,1.18,1.19,0.0,4.6,1.0,0.15,0.0,0.0004,1080.0,99.71,0.29,0.0,0.0,0.0,43.0,11265.12,3079.09,2598.66,7.32,182.93,8.67,216.76,,bridge,1.0,1.0,3.0,560741.0,560741.0,315840487.0,315840487.0,315840487.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8960042.0,1198876.0,184590.0,12627944.0,12864824.0,182.0,168560.0,20316058.0,62748.0,2866122.0,6158740.0,0.0,12936.0,76160.0,136.32,397.09,546.79,595.15,683.11,992.24,106289.0,1675.36,476.68,1.02,479.65,4.37,956.32,5.39,54391.0,961.71,1639.43,997.63,2637.07
577,9999.6424116566,4132.0530794929,15000.0,2023-10-29,19:02:58.237,0.56,2.99,0.19,1.18,0.04,15.2,1.0,0.76,0.0,0.0005,21720.0,0.7,0.99,99.0,41.0,29077.97,9736.65,2596.6,5.97,149.32,1.12,28.0,0.23,1.69,0.13,1.22,0.06,9.92,0.99,0.41,0.0,0.0008,23560.0,0.98,0.01,99.0,28.0,11762.8,6979.62,2596.6,3.37,84.27,0.45,11.33,15.86,16.5,0.0,67.64,0.0,100.0,0.0,0.0,0.0,0.0,10.99,14.78,0.0,74.23,0.0,100.0,0.0,0.0,0.0,0.0,58.28,53.68,4.58,4.52,0.33,0.33,3.0,3.0,4.35,3.68,1.18,1.19,0.0,4.41,1.0,0.15,0.0,0.0004,1280.0,99.8,0.2,0.0,0.0,0.0,43.0,11300.52,3072.22,2596.6,7.36,183.91,8.7,217.59,,bridge,1.0,1.0,3.0,562426.0,562426.0,316402927.0,316402927.0,316402927.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8972628.0,1203104.0,5403720.0,12623744.0,8531642.0,140.0,155078.0,20308764.0,62846.0,9661218.0,8549044.0,0.0,12936.0,76622.0,139.73,393.04,562.45,596.35,702.18,989.39,106557.0,1691.57,488.38,0.91,490.09,4.27,978.46,5.19,54552.0,983.65,1680.65,994.58,2675.22
578,9999.6927810854,4145.0489059269,15000.0,2023-10-29,19:02:59.238,0.56,2.97,0.19,1.18,0.05,15.35,1.0,0.76,0.0,0.0005,21600.0,0.7,0.99,99.0,41.0,29165.72,9824.13,2598.59,5.94,148.44,1.12,28.06,0.23,1.69,0.14,1.23,0.04,9.68,1.0,0.4,0.0,0.0008,23600.0,0.97,0.0,99.0,28.0,11925.23,7054.58,2598.59,3.38,84.52,0.46,11.47,15.96,15.72,0.01,68.31,0.0,100.0,0.0,0.0,0.0,0.0,11.02,13.35,0.0,75.63,0.0,100.0,0.0,0.0,0.0,0.0,58.32,53.66,4.57,4.52,0.13,0.27,3.0,3.0,4.36,3.68,1.19,1.19,0.0,4.41,1.0,0.15,0.0,0.0004,1120.0,99.71,0.29,0.0,0.0,0.0,43.0,11320.06,3079.84,2598.59,7.35,183.78,8.71,217.81,,bridge,1.0,1.0,3.0,565082.0,565080.0,316968017.0,316968015.0,316968015.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8115898.0,1121736.0,373520.0,10743152.0,11890396.0,0.0,154434.0,20311522.0,62692.0,3100034.0,8541316.0,0.0,12964.0,76398.0,139.37,391.42,562.24,594.63,701.61,986.05,106331.0,1687.66,485.0,0.71,487.22,4.04,972.21,4.75,54511.0,976.97,1673.82,990.8,2664.62
579,9960.2033639279,4369.7308494754,3487.782,2023-10-29,19:03:00.238,0.56,2.96,0.19,1.19,0.04,15.24,1.0,0.76,0.0,0.0005,21480.0,0.7,0.99,99.0,41.0,29129.94,9837.05,2596.16,5.92,148.06,1.12,28.05,0.23,1.68,0.14,1.23,0.04,9.71,1.0,0.4,0.0,0.0008,23760.0,0.97,0.0,99.0,27.0,11894.55,7097.29,2596.16,3.35,83.8,0.46,11.45,15.98,15.39,0.0,68.62,0.0,100.0,0.0,0.0,0.0,0.0,11.11,13.26,0.0,75.63,0.0,100.0,0.0,0.0,0.0,0.0,58.29,53.61,4.58,4.51,0.33,0.23,3.0,3.0,4.35,3.67,1.19,1.19,0.0,4.44,1.0,0.15,0.0,0.0004,1080.0,99.78,0.22,0.0,0.0,0.0,42.0,11295.56,3081.87,2596.16,7.33,183.26,8.7,217.54,,bridge,1.0,1.0,3.0,573305.0,573305.0,317541354.0,317541354.0,317541354.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8237936.0,1122100.0,354116.0,11316564.0,12389972.0,0.0,159222.0,20312992.0,62790.0,3098928.0,6646206.0,0.0,12936.0,76580.0,139.13,392.28,561.42,595.24,700.55,987.52,106468.0,1688.07,482.1,0.61,483.88,3.95,965.99,4.56,54511.0,970.55,1666.54,992.08,2658.62
580,9999.6052183855,4176.4072418331,15000.0,2023-10-29,19:03:01.238,0.56,2.96,0.19,1.18,0.07,15.48,1.0,0.76,0.0,0.0005,21280.0,0.7,0.99,99.0,41.0,29117.52,9841.02,2598.31,5.92,147.94,1.12,28.01,0.23,1.7,0.14,1.23,0.04,9.72,1.0,0.4,0.0,0.0008,23640.0,0.96,0.0,99.0,27.0,11923.55,7022.8,2598.31,3.4,84.89,0.46,11.47,15.99,15.76,0.0,68.25,0.0,100.0,0.0,0.0,0.0,0.0,10.96,13.21,0.0,75.83,0.0,100.0,0.0,0.0,0.0,0.0,58.32,53.68,4.57,4.5,0.0,0.17,3.0,3.0,4.34,3.66,1.18,1.19,0.0,4.43,1.0,0.15,0.0,0.0004,960.0,99.68,0.32,0.0,0.0,0.0,43.0,11265.43,3077.83,2598.31,7.32,183.01,8.67,216.79,,bridge,1.0,1.0,3.0,569094.0,569094.0,318110455.0,318110455.0,318110455.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8293138.0,1125138.0,378630.0,11050200.0,12373830.0,0.0,159600.0,20316520.0,62804.0,2984884.0,5439574.0,0.0,12936.0,76552.0,142.07,385.62,565.96,589.81,708.04,975.43,106342.0,1683.47,488.3,4.89,490.23,8.25,978.53,13.14,54493.0,991.67,1686.57,988.57,2675.13
581,9999.6344895761,4182.5763527194,3374.304,2023-10-29,19:03:02.239,0.52,2.19,0.24,1.15,0.74,16.64,0.96,0.74,0.0,0.0006,22040.0,0.75,0.92,97.0,41.0,27147.92,12369.99,2597.29,4.39,109.73,1.04,26.12,0.22,1.3,0.17,1.19,0.49,12.3,0.96,0.4,0.0,0.0011,23840.0,1.11,0.02,98.0,28.0,11428.43,8799.83,2597.29,2.6,64.94,0.44,11.0,20.65,20.5,0.16,58.7,0.0,100.0,0.0,0.0,0.0,0.0,14.21,17.16,0.03,68.59,0.0,100.0,0.0,0.0,0.0,0.0,59.79,55.1,4.58,4.56,0.0,0.0,3.0,3.0,4.19,3.61,1.16,1.16,0.0,3.66,1.0,0.15,0.0,0.0003,400.0,99.54,0.46,0.0,0.0,0.0,43.0,10875.68,3011.61,2597.29,7.22,180.56,8.37,209.37,,bridge,1.0,1.0,3.0,568388.0,568388.0,318678851.0,318678851.0,318678851.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,8414686.0,1132418.0,362754.0,10766098.0,12548760.0,0.0,159376.0,20314882.0,62818.0,3000508.0,7483476.0,0.0,12950.0,76622.0,152.77,360.81,588.1,571.06,740.86,931.87,106500.0,1672.73,548.44,6.08,552.24,9.72,1100.68,15.8,54880.0,1116.48,1841.54,947.67,2789.21
582,9999.6402403906,4199.6823959799,15000.0,2023-10-29,19:03:03.238,0.56,2.95,0.19,1.18,0.08,14.37,0.99,0.77,0.0,0.0005,21440.0,0.72,0.97,99.0,40.0,29283.74,9921.19,2597.04,5.9,147.58,1.13,28.2,0.23,1.66,0.14,1.23,0.08,9.82,0.99,0.4,0.0,0.0008,23720.0,1.06,0.01,99.0,26.0,11866.35,7140.22,2597.04,3.32,83.1,0.46,11.43,16.15,15.82,0.0,68.03,0.0,100.0,0.0,0.0,0.0,0.0,11.18,13.38,0.0,75.43,0.0,100.0,0.0,0.0,0.0,0.0,58.34,53.65,4.56,4.53,0.33,0.33,3.0,3.0,4.37,3.69,1.18,1.19,0.0,4.14,1.0,0.15,0.0,0.0004,400.0,99.71,0.29,0.0,0.0,0.0,41.0,11344.79,3076.37,2597.04,7.38,184.39,8.74,218.39,,bridge,1.0,1.0,3.0,570869.0,570869.0,319249727.0,319249727.0,319249727.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.73,384.35,572.94,590.45,716.67,974.8,106534.0,1691.47,526.1,1.22,528.23,4.53,1054.32,5.75,54841.0,1060.07,1770.99,980.55,2751.54
583,9967.8163562074,3512.4564957243,15000.0,2023-10-29,19:03:04.238,0.56,2.98,0.19,1.18,0.06,14.49,1.0,0.77,0.0,0.0005,21560.0,0.71,0.98,99.0,41.0,29219.33,9814.87,2596.42,5.95,148.85,1.13,28.14,0.23,1.67,0.14,1.22,0.07,9.76,0.99,0.4,0.0,0.0008,23680.0,1.03,0.01,99.0,27.0,11796.94,7058.07,2596.42,3.34,83.57,0.45,11.36,15.99,16.29,0.0,67.72,0.0,100.0,0.0,0.0,0.0,0.0,11.1,14.23,0.0,74.67,0.0,100.0,0.0,0.0,0.0,0.0,58.37,53.63,4.56,4.52,0.33,0.33,3.0,3.0,4.37,3.69,1.18,1.19,0.0,4.19,1.0,0.15,0.0,0.0004,760.0,99.79,0.21,0.0,0.0,0.0,41.0,11337.48,3073.58,2596.42,7.38,184.43,8.73,218.34,,bridge,1.0,1.0,3.0,545804.0,545804.0,319795539.0,319795539.0,319795539.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.08,387.03,571.32,592.66,714.4,979.69,106676.0,1694.09,515.14,0.98,517.87,4.29,1033.02,5.27,54773.0,1038.29,1747.42,984.96,2732.38
584,9986.0338218593,3801.8944536536,15000.0,2023-10-29,19:03:05.239,0.56,2.98,0.19,1.18,0.05,14.72,1.0,0.77,0.0,0.0005,21880.0,0.71,0.98,99.0,41.0,29320.86,9853.15,2598.49,5.95,148.79,1.13,28.21,0.23,1.69,0.14,1.23,0.03,9.5,1.0,0.4,0.0,0.0008,23600.0,1.01,0.0,99.0,26.0,11916.68,7058.86,2598.49,3.38,84.41,0.46,11.46,16.01,15.69,0.01,68.29,0.0,100.0,0.0,0.0,0.0,0.0,11.02,13.1,0.0,75.88,0.0,100.0,0.0,0.0,0.0,0.0,58.42,53.69,4.58,4.52,0.0,0.33,3.0,3.0,4.37,3.69,1.19,1.19,0.0,4.23,1.0,0.15,0.0,0.0004,720.0,99.74,0.26,0.0,0.0,0.0,42.0,11362.61,3080.41,2598.49,7.38,184.43,8.75,218.64,,bridge,1.0,1.0,3.0,491997.0,491997.0,320287559.0,320287559.0,320287559.0,0.0,0.0,0.0,W,0.0,0.0,0.0,40415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.49,387.43,569.74,592.65,712.23,980.08,106492.0,1692.31,501.06,0.47,502.83,3.81,1003.89,4.28,54635.0,1008.17,1716.12,984.36,2700.48
